site_id,region,latitude,longitude,signal_strength,status
400167,Malmo,55.634798,13.007831,-85.3,degraded
400168,Uppsala,59.844855,17.619012,-93.7,active
400169,Vasteras,59.600033,16.56423,-63.8,offline
400170,Orebro,59.256409,15.190711,-80.6,offline
400171,Linkoping,58.416175,15.642217,-76.5,active
400172,Jonkoping,57.802558,14.1455,-85.0,active
400173,Vaxjo,56.849849,14.808631,-88.1,active
400174,Lulea,65.588002,22.170493,-93.5,degraded
400175,Umea,63.801955,20.223981,-87.8,degraded
400176,Helsingborg,56.042928,12.669249,-96.2,degraded
400177,Norrkoping,58.564545,16.157627,-80.3,maintenance
400178,Sundsvall,62.398567,17.271189,-92.6,maintenance
400179,Gavle,60.701848,17.108114,-89.1,maintenance
400180,Stockholm,59.345167,18.077105,-69.5,active
400181,Gothenburg,57.725442,11.96503,-65.3,active
400182,Malmo,55.62661,13.043003,-87.0,maintenance
400183,Uppsala,59.832214,17.675709,-94.4,active
400184,Vasteras,59.618631,16.525972,-95.1,active
400185,Orebro,59.255729,15.179405,-97.9,degraded
400186,Linkoping,58.422162,15.618993,-96.8,active
400187,Jonkoping,57.795017,14.178039,-81.7,offline
400188,Vaxjo,56.863005,14.787064,-69.5,maintenance
400189,Lulea,65.594471,22.189393,-82.7,maintenance
400190,Umea,63.809289,20.234919,-88.4,active
400191,Helsingborg,56.020785,12.667774,-86.9,offline
400192,Norrkoping,58.607154,16.226095,-82.2,degraded
400193,Sundsvall,62.402121,17.322879,-64.1,maintenance
400194,Gavle,60.677299,17.136321,-76.5,degraded
400195,Stockholm,59.343372,18.076897,-97.1,active
400196,Gothenburg,57.736615,12.001477,-77.3,active
400197,Malmo,55.634974,13.017583,-88.3,active
400198,Uppsala,59.874387,17.612915,-79.3,degraded
400199,Vasteras,59.636064,16.519319,-76.9,offline
400200,Orebro,59.294155,15.250924,-81.1,degraded
400201,Linkoping,58.400799,15.635011,-67.1,active
400202,Jonkoping,57.777299,14.161438,-74.1,degraded
400203,Vaxjo,56.897814,14.809908,-81.6,active
400204,Lulea,65.569944,22.123974,-70.2,maintenance
400205,Umea,63.845296,20.223092,-66.7,degraded
400206,Helsingborg,56.041295,12.669507,-85.0,degraded
400207,Norrkoping,58.595225,16.213199,-90.7,maintenance
400208,Sundsvall,62.368661,17.289942,-66.3,degraded
400209,Gavle,60.652186,17.179152,-76.1,active
400210,Stockholm,59.341887,18.05346,-97.5,degraded
400211,Gothenburg,57.684493,12.013981,-65.1,degraded
400212,Malmo,55.631824,13.015617,-92.5,offline
400213,Uppsala,59.846112,17.655333,-83.0,degraded
400214,Vasteras,59.639915,16.524298,-78.2,degraded
400215,Orebro,59.256737,15.22135,-71.1,active
400216,Linkoping,58.432642,15.6035,-69.6,degraded
400217,Jonkoping,57.772993,14.184817,-88.4,active
400218,Vaxjo,56.86597,14.789784,-76.9,offline
400219,Lulea,65.584178,22.126588,-78.6,active
400220,Umea,63.815746,20.28403,-84.4,active
400221,Helsingborg,56.068676,12.732962,-89.4,degraded
400222,Norrkoping,58.571714,16.214444,-96.4,offline
400223,Sundsvall,62.389179,17.339974,-84.3,offline
400224,Gavle,60.692444,17.153462,-92.5,active
400225,Stockholm,59.306875,18.105828,-86.0,active
400226,Gothenburg,57.731351,11.969824,-79.1,degraded
400227,Malmo,55.575921,12.975332,-66.6,active
400228,Uppsala,59.83309,17.661422,-88.5,maintenance
400229,Vasteras,59.622662,16.556787,-67.3,offline
400230,Orebro,59.296861,15.203801,-86.6,offline
400231,Linkoping,58.434046,15.620436,-78.5,maintenance
400232,Jonkoping,57.756705,14.172293,-64.8,active
400233,Vaxjo,56.893806,14.800618,-94.5,offline
400234,Lulea,65.597033,22.122741,-92.0,active
400235,Umea,63.850005,20.226679,-69.3,active
400236,Helsingborg,56.038008,12.688955,-89.2,degraded
400237,Norrkoping,58.591656,16.215802,-91.9,active
400238,Sundsvall,62.39737,17.297504,-73.4,degraded
400239,Gavle,60.69967,17.112749,-81.4,active
400240,Stockholm,59.326874,18.081947,-65.6,degraded
400241,Gothenburg,57.732973,11.988809,-92.3,degraded
400242,Malmo,55.631714,13.042812,-87.2,degraded
400243,Uppsala,59.870019,17.635447,-87.1,degraded
400244,Vasteras,59.6323,16.513332,-84.3,active
400245,Orebro,59.279789,15.252815,-87.4,offline
400246,Linkoping,58.404548,15.582048,-66.9,offline
400247,Jonkoping,57.811016,14.194649,-71.2,active
400248,Vaxjo,56.895544,14.784309,-69.1,active
400249,Lulea,65.592997,22.164371,-73.6,offline
400250,Umea,63.841848,20.277468,-93.1,active
400251,Helsingborg,56.070704,12.706207,-86.9,degraded
400252,Norrkoping,58.559702,16.181589,-93.3,active
400253,Sundsvall,62.380403,17.30014,-90.8,maintenance
400254,Gavle,60.697488,17.130569,-79.9,active
400255,Stockholm,59.349128,18.049158,-68.3,degraded
400256,Gothenburg,57.736943,11.958211,-66.7,active
400257,Malmo,55.6031,12.969824,-70.9,active
400258,Uppsala,59.880208,17.656837,-62.7,maintenance
400259,Vasteras,59.603047,16.568055,-97.5,maintenance
400260,Orebro,59.252715,15.202887,-71.0,active
400261,Linkoping,58.415874,15.647193,-64.1,active
400262,Jonkoping,57.79309,14.159518,-75.7,maintenance
400263,Vaxjo,56.86868,14.814707,-74.7,offline
400264,Lulea,65.604231,22.187451,-87.1,degraded
400265,Umea,63.802801,20.226628,-96.7,degraded
400266,Helsingborg,56.023467,12.673284,-78.6,degraded
400267,Norrkoping,58.584919,16.206039,-71.2,maintenance
400268,Sundsvall,62.385948,17.326282,-92.4,degraded
400269,Gavle,60.684195,17.167995,-75.8,active
400270,Stockholm,59.301263,18.058242,-82.0,active
400271,Gothenburg,57.730227,11.942548,-73.3,maintenance
400272,Malmo,55.629102,13.015386,-95.8,active
400273,Uppsala,59.839989,17.608673,-67.5,degraded
400274,Vasteras,59.5866,16.521768,-75.0,active
400275,Orebro,59.248335,15.200081,-62.4,maintenance
400276,Linkoping,58.393112,15.647785,-78.0,maintenance
400277,Jonkoping,57.765557,14.191376,-86.2,active
400278,Vaxjo,56.896319,14.813579,-88.0,active
400279,Lulea,65.614052,22.157917,-69.3,active
400280,Umea,63.835463,20.225062,-97.5,active
400281,Helsingborg,56.051831,12.655762,-88.4,active
400282,Norrkoping,58.602203,16.194487,-71.2,degraded
400283,Sundsvall,62.387697,17.295863,-76.6,degraded
400284,Gavle,60.67513,17.176933,-96.4,offline
400285,Stockholm,59.330587,18.065243,-63.3,active
400286,Gothenburg,57.738815,12.002384,-82.7,active
400287,Malmo,55.604416,13.036576,-95.4,active
400288,Uppsala,59.847927,17.610767,-93.5,maintenance
400289,Vasteras,59.619085,16.548669,-86.3,maintenance
400290,Orebro,59.277133,15.209697,-76.2,active
400291,Linkoping,58.428386,15.590553,-74.4,maintenance
400292,Jonkoping,57.79585,14.139002,-81.7,active
400293,Vaxjo,56.873829,14.832094,-83.6,offline
400294,Lulea,65.560505,22.148841,-74.1,active
400295,Umea,63.853016,20.277946,-80.9,active
400296,Helsingborg,56.066406,12.661958,-94.5,offline
400297,Norrkoping,58.580059,16.162809,-95.8,maintenance
400298,Sundsvall,62.394501,17.320501,-83.2,offline
400299,Gavle,60.701368,17.135135,-65.0,active
400300,Stockholm,59.357404,18.076633,-85.3,maintenance
400301,Gothenburg,57.709345,11.946978,-80.6,active
400302,Malmo,55.596007,13.008301,-93.9,active
400303,Uppsala,59.863046,17.663478,-67.6,maintenance
400304,Vasteras,59.617914,16.556216,-97.1,offline
400305,Orebro,59.295068,15.194796,-91.5,offline
400306,Linkoping,58.426545,15.655123,-85.4,active
400307,Jonkoping,57.804792,14.167106,-83.6,active
400308,Vaxjo,56.893458,14.843645,-94.7,maintenance
400309,Lulea,65.567708,22.148287,-85.7,active
400310,Umea,63.814498,20.248951,-64.1,maintenance
400311,Helsingborg,56.021597,12.658709,-92.3,maintenance
400312,Norrkoping,58.560686,16.158927,-82.0,degraded
400313,Sundsvall,62.38994,17.302264,-88.2,maintenance
400314,Gavle,60.651729,17.135693,-87.8,offline
400315,Stockholm,59.334888,18.070755,-86.9,active
400316,Gothenburg,57.702616,11.982546,-97.7,active
400317,Malmo,55.631719,13.025188,-70.5,active
400318,Uppsala,59.848287,17.599518,-71.1,active
400319,Vasteras,59.588851,16.547407,-89.7,maintenance
400320,Orebro,59.295301,15.237896,-95.4,offline
400321,Linkoping,58.383338,15.582899,-64.8,active
400322,Jonkoping,57.787146,14.167672,-72.5,degraded
400323,Vaxjo,56.866371,14.798303,-63.2,active
400324,Lulea,65.602879,22.16415,-68.0,active
400325,Umea,63.801088,20.290559,-89.2,maintenance
400326,Helsingborg,56.040527,12.660792,-66.7,offline
400327,Norrkoping,58.578071,16.179045,-91.9,maintenance
400328,Sundsvall,62.398793,17.309348,-91.0,active
400329,Gavle,60.665966,17.177958,-74.8,active
400330,Stockholm,59.313476,18.040316,-90.9,maintenance
400331,Gothenburg,57.688072,11.995332,-95.3,offline
400332,Malmo,55.604647,13.024156,-70.6,degraded
400333,Uppsala,59.869468,17.669464,-74.9,maintenance
400334,Vasteras,59.600492,16.582478,-86.6,degraded
400335,Orebro,59.249397,15.208777,-87.1,active
400336,Linkoping,58.416285,15.609555,-95.3,degraded
400337,Jonkoping,57.779715,14.126351,-68.1,active
400338,Vaxjo,56.88768,14.844089,-94.7,maintenance
400339,Lulea,65.585224,22.151717,-78.0,offline
400340,Umea,63.849553,20.258979,-68.8,offline
400341,Helsingborg,56.027794,12.7029,-80.0,active
400342,Norrkoping,58.584731,16.217277,-67.9,offline
400343,Sundsvall,62.36586,17.31859,-96.6,offline
400344,Gavle,60.671165,17.136454,-79.2,active
400345,Stockholm,59.321134,18.102035,-84.1,active
400346,Gothenburg,57.719634,11.938789,-75.3,active
400347,Malmo,55.578955,12.97136,-73.6,active
400348,Uppsala,59.84372,17.667025,-63.3,maintenance
400349,Vasteras,59.633497,16.531469,-77.0,active
400350,Orebro,59.300305,15.198219,-74.4,offline
400351,Linkoping,58.404317,15.629003,-64.2,active
400352,Jonkoping,57.786135,14.173279,-86.2,active
400353,Vaxjo,56.889207,14.832217,-71.4,offline
400354,Lulea,65.609547,22.122176,-73.9,maintenance
400355,Umea,63.81751,20.252008,-91.5,active
400356,Helsingborg,56.037004,12.715792,-91.1,active
400357,Norrkoping,58.566997,16.176063,-69.6,maintenance
400358,Sundsvall,62.407052,17.33371,-66.2,active
400359,Gavle,60.684616,17.171411,-75.8,maintenance
400360,Stockholm,59.321903,18.04158,-68.1,maintenance
400361,Gothenburg,57.727443,11.947843,-82.2,degraded
400362,Malmo,55.596858,13.021367,-63.1,maintenance
400363,Uppsala,59.845696,17.658783,-81.8,maintenance
400364,Vasteras,59.59545,16.582048,-69.8,active
400365,Orebro,59.26737,15.24917,-62.6,degraded
400366,Linkoping,58.426966,15.64365,-79.9,degraded
400367,Jonkoping,57.810576,14.187151,-69.2,active
400368,Vaxjo,56.90138,14.770074,-80.7,active
400369,Lulea,65.588072,22.122907,-67.5,active
400370,Umea,63.812904,20.284049,-88.2,maintenance
400371,Helsingborg,56.025341,12.689498,-63.9,active
400372,Norrkoping,58.606702,16.22317,-64.5,degraded
400373,Sundsvall,62.363995,17.307061,-89.5,active
400374,Gavle,60.667395,17.103555,-64.5,offline
400375,Stockholm,59.338298,18.09191,-93.0,active
400376,Gothenburg,57.733944,11.972396,-68.1,offline
400377,Malmo,55.603147,13.013028,-65.4,active
400378,Uppsala,59.843955,17.665697,-78.2,offline
400379,Vasteras,59.617633,16.53866,-70.1,active
400380,Orebro,59.263369,15.17722,-82.9,maintenance
400381,Linkoping,58.408227,15.590269,-65.4,maintenance
400382,Jonkoping,57.784763,14.172356,-77.3,offline
400383,Vaxjo,56.857615,14.800239,-75.9,active
400384,Lulea,65.58904,22.129685,-73.9,maintenance
400385,Umea,63.854279,20.228414,-79.1,maintenance
400386,Helsingborg,56.063685,12.69511,-97.3,degraded
400387,Norrkoping,58.560312,16.183351,-84.6,offline
400388,Sundsvall,62.361775,17.329982,-85.6,offline
400389,Gavle,60.684326,17.109593,-77.1,active
400390,Stockholm,59.307305,18.056784,-85.8,offline
400391,Gothenburg,57.689405,11.996931,-81.3,offline
400392,Malmo,55.603712,12.978382,-93.1,offline
400393,Uppsala,59.875171,17.635514,-87.4,active
400394,Vasteras,59.628567,16.575663,-86.6,active
400395,Orebro,59.276223,15.25253,-78.5,active
400396,Linkoping,58.382997,15.633152,-87.7,active
400397,Jonkoping,57.804548,14.148354,-93.5,active
400398,Vaxjo,56.875217,14.797902,-82.2,degraded
400399,Lulea,65.575142,22.129645,-73.1,active
400400,Umea,63.851259,20.264542,-69.2,offline
400401,Helsingborg,56.04197,12.688949,-62.2,active
400402,Norrkoping,58.590428,16.178097,-95.1,offline
400403,Sundsvall,62.378538,17.302573,-72.2,active
400404,Gavle,60.686286,17.129424,-96.5,active
400405,Stockholm,59.336191,18.063395,-75.0,active
400406,Gothenburg,57.683402,11.985601,-84.9,offline
400407,Malmo,55.615765,13.040023,-92.9,maintenance
400408,Uppsala,59.869285,17.633954,-93.5,active
400409,Vasteras,59.627811,16.534106,-84.2,maintenance
400410,Orebro,59.247243,15.185675,-81.8,active
400411,Linkoping,58.403121,15.642447,-77.3,maintenance
400412,Jonkoping,57.774617,14.146951,-88.0,active
400413,Vaxjo,56.850555,14.780784,-79.4,maintenance
400414,Lulea,65.561866,22.176697,-72.7,active
400415,Umea,63.855582,20.245846,-65.0,degraded
400416,Helsingborg,56.028511,12.665358,-95.3,active
400417,Norrkoping,58.611621,16.188009,-94.8,offline
400418,Sundsvall,62.418854,17.345826,-74.0,offline
400419,Gavle,60.648796,17.144674,-65.9,active
400420,Stockholm,59.342009,18.102786,-75.0,active
400421,Gothenburg,57.709425,11.944309,-90.8,active
400422,Malmo,55.589204,13.003322,-85.0,maintenance
400423,Uppsala,59.850735,17.663193,-78.1,maintenance
400424,Vasteras,59.634155,16.51006,-83.7,offline
400425,Orebro,59.288432,15.215456,-70.3,maintenance
400426,Linkoping,58.385225,15.65919,-74.9,degraded
400427,Jonkoping,57.78055,14.163189,-93.4,maintenance
400428,Vaxjo,56.887388,14.780457,-63.2,degraded
400429,Lulea,65.584972,22.184157,-68.1,maintenance
400430,Umea,63.804981,20.236173,-86.4,offline
400431,Helsingborg,56.030028,12.730299,-79.3,active
400432,Norrkoping,58.608456,16.172448,-75.1,maintenance
400433,Sundsvall,62.377267,17.316902,-75.9,active
400434,Gavle,60.675054,17.114791,-64.1,active
400435,Stockholm,59.309572,18.078558,-65.5,active
400436,Gothenburg,57.729452,11.979689,-68.3,active
400437,Malmo,55.579873,13.039684,-70.2,active
400438,Uppsala,59.867668,17.660257,-83.0,offline
400439,Vasteras,59.582917,16.57592,-78.4,offline
400440,Orebro,59.302699,15.212036,-69.0,offline
400441,Linkoping,58.405166,15.617684,-73.2,active
400442,Jonkoping,57.778976,14.16054,-90.7,maintenance
400443,Vaxjo,56.85762,14.834819,-86.5,active
400444,Lulea,65.613322,22.125161,-84.7,maintenance
400445,Umea,63.802171,20.242339,-93.6,degraded
400446,Helsingborg,56.031375,12.662245,-87.6,degraded
400447,Norrkoping,58.60955,16.185851,-63.3,active
400448,Sundsvall,62.409609,17.3416,-72.0,active
400449,Gavle,60.690687,17.141161,-79.5,degraded
400450,Stockholm,59.352045,18.06839,-94.8,degraded
400451,Gothenburg,57.709227,12.011935,-90.3,active
400452,Malmo,55.577919,12.986309,-76.5,offline
400453,Uppsala,59.868951,17.62176,-97.7,active
400454,Vasteras,59.606956,16.575396,-71.8,degraded
400455,Orebro,59.267256,15.205447,-77.5,active
400456,Linkoping,58.402551,15.604488,-84.1,degraded
400457,Jonkoping,57.798464,14.144178,-62.4,offline
400458,Vaxjo,56.885663,14.776193,-94.5,active
400459,Lulea,65.602494,22.141827,-64.2,active
400460,Umea,63.807743,20.26373,-80.0,active
400461,Helsingborg,56.018835,12.711587,-69.1,maintenance
400462,Norrkoping,58.585119,16.200901,-79.4,active
400463,Sundsvall,62.416682,17.292382,-83.9,maintenance
400464,Gavle,60.689259,17.125239,-85.9,maintenance
400465,Stockholm,59.33124,18.085299,-87.2,active
400466,Gothenburg,57.701001,11.988505,-62.7,maintenance
400467,Malmo,55.593461,13.035701,-66.6,offline
400468,Uppsala,59.830199,17.636867,-63.2,maintenance
400469,Vasteras,59.615758,16.562512,-77.0,active
400470,Orebro,59.276754,15.231095,-70.1,degraded
400471,Linkoping,58.389667,15.635858,-96.9,offline
400472,Jonkoping,57.759194,14.123315,-86.7,active
400473,Vaxjo,56.873778,14.782211,-79.9,maintenance
400474,Lulea,65.610031,22.184525,-71.5,active
400475,Umea,63.838147,20.264495,-77.8,offline
400476,Helsingborg,56.045202,12.684646,-63.6,degraded
400477,Norrkoping,58.612427,16.179786,-85.2,offline
400478,Sundsvall,62.401645,17.331192,-88.5,degraded
400479,Gavle,60.656436,17.121022,-77.9,active
400480,Stockholm,59.355789,18.107181,-70.2,offline
400481,Gothenburg,57.691337,11.990999,-86.6,active
400482,Malmo,55.608629,13.038559,-72.0,active
400483,Uppsala,59.835912,17.65303,-84.3,degraded
400484,Vasteras,59.630203,16.581169,-69.0,active
400485,Orebro,59.247824,15.249825,-95.2,degraded
400486,Linkoping,58.420158,15.641187,-90.3,maintenance
400487,Jonkoping,57.768868,14.166761,-88.2,active
400488,Vaxjo,56.885941,14.812846,-89.3,offline
400489,Lulea,65.609111,22.132754,-89.6,active
400490,Umea,63.820598,20.280389,-94.4,active
400491,Helsingborg,56.016811,12.698528,-64.6,degraded
400492,Norrkoping,58.596874,16.222852,-80.9,offline
400493,Sundsvall,62.372767,17.344013,-86.4,offline
400494,Gavle,60.64845,17.162798,-74.5,active
400495,Stockholm,59.331409,18.086449,-64.3,active
400496,Gothenburg,57.703973,12.001608,-64.4,active
400497,Malmo,55.63483,12.99556,-80.2,offline
400498,Uppsala,59.886328,17.672983,-66.4,active
400499,Vasteras,59.599004,16.553023,-64.6,active
400500,Orebro,59.262374,15.252528,-78.4,degraded
400501,Linkoping,58.434156,15.592136,-79.8,active
400502,Jonkoping,57.764169,14.130812,-92.2,degraded
400503,Vaxjo,56.887897,14.823388,-97.5,active
400504,Lulea,65.602246,22.160122,-70.7,active
400505,Umea,63.832457,20.274098,-83.4,degraded
400506,Helsingborg,56.047417,12.661439,-73.9,active
400507,Norrkoping,58.616601,16.190596,-64.3,active
400508,Sundsvall,62.376447,17.285742,-70.9,active
400509,Gavle,60.663017,17.159131,-97.6,offline
400510,Stockholm,59.320873,18.047504,-74.0,degraded
400511,Gothenburg,57.697308,11.967033,-79.9,offline
400512,Malmo,55.62119,13.019023,-75.0,active
400513,Uppsala,59.850653,17.616568,-63.5,degraded
